"customer_id","ls__customer_id__customer_name","customer_city","geo__customer_city__city_pushpin_longitude","geo__customer_city__city_pushpin_latitude","customer_country","customer_email","customer_state","customer_created_date","wdf__client_id"
"C-R82FYZDF","Andrew Spencer","Pickerington","-82.838443","39.955546","United States","andrew.spencer@hexun.com","Ohio","2021-10-22","merchant__electronics"
"C-741OFNVA","Daniel Griffith","Laval","-73.568970","45.503460","Canada","daniel.griffith@icq.com","Quebec","2021-10-22","merchant__clothing"
"C-JDCI39MY","Andrew Johnson","Watson Lake","-128.71208044","60.0628818","Canada","andrew.johnson@lacusMauris.net","Yukon","2021-10-22","merchant__electronics"
"C-8NJP84GL","Rachel Alvarado","Bronx","-73.842854","40.832839","United States","rachel.alvarado@nunc.net","New York","2021-10-23","merchant__electronics"
"C-4811KEXY","Ashley Johnson","Lourdes","-98.558040","49.532718","Canada","ashley.johnson@foxnews.com","Manitoba","2021-10-23","merchant__electronics"
"C-Z4YNE3E8","Kelly Frazier","Norco","-117.853646","33.668930","United States","kelly.frazier@sociisnatoque.net","California","2021-10-23","merchant__electronics"
"C-HKE4D68A","Jeffrey Daniels","West Chester","-84.515527","39.100529","United States","jeffrey.daniels@aliquet.com","Ohio","2021-10-23","merchant__bigboxretailer"
"C-6KYRA0BS","Tyler Davidson","Springfield","-89.6787","39.8590","United States","tyler.davidson@nec.co.uk","Illinois","2021-10-23","merchant__electronics"
"C-DTA32VAG","Kara Hampton","Middle Point","-84.474578","41.019327","United States","kara.hampton@adobe.com","Ohio","2021-10-24","merchant__clothing"
"C-84YB1EC6","Jacob Le","Wheatfield","-86.891678","41.073243","United States","jacob.le@sociisnatoque.net","Indiana","2021-10-24","merchant__bigboxretailer"
"C-6HT7KO2I","Jason Davis","Austin","-97.707735","30.260813","United States","jason.davis@aliquet.com","Texas","2021-10-24","merchant__electronics"
"C-F3WYTL7X","Michael Roberts","Moncton","-64.77582076","46.08888078","Canada","michael.roberts@in.edu","New Brunswick","2021-10-24","merchant__bigboxretailer"
"C-YJWU39GM","Brian Herman","Leesburg","-81.87798","28.812342","United States","brian.herman@nonsollicitudin.net","Florida","2021-10-24","merchant__electronics"
"C-1EFR9ZAW","Brittany Murray","Idaho Falls","-112.040845","43.492743","United States","brittany.murray@viverra.org","Idaho","2021-10-24","merchant__clothing"
"C-HQU4XGN2","Rodney Ross","Montreal","-73.568926","45.503493","Canada","rodney.ross@nonsollicitudin.net","Quebec","2021-10-25","merchant__electronics"
"C-00O14NK7","April Peterson","Saint Louis","-90.192733","38.626278","United States","april.peterson@sociisnatoque.net","Missouri","2021-10-25","merchant__electronics"
"C-ZPMH53J2","Meredith Hebert","Buford","-84.010776","34.128417","United States","meredith.hebert@adobe.com","Georgia","2021-10-25","merchant__clothing"
"C-9XBANVRL","Valerie Cardenas","Salt Lake City","-111.881878","40.757844","United States","valerie.cardenas@lacusMauris.net","Utah","2021-10-25","merchant__clothing"
"C-FUHV9Z8E","Clayton Shepard","Sacramento","-121.335926","38.563183","United States","clayton.shepard@velconvallis.ca","California","2021-10-26","merchant__electronics"
"C-EOD8JE4U","Daniel Williams","Boston","-71.05460","42.35431","United States","daniel.williams@lacusMauris.net","Massachusetts","2021-10-26","merchant__electronics"
"C-PXF5BRJ0","Carrie Hinton","Omaha","-96.052315","41.267984","United States","carrie.hinton@nunc.net","Nebraska","2021-10-26","merchant__electronics"
"C-QGGCN32I","Sandra Clarke","Sidney","-75.394194","42.316322","United States","sandra.clarke@aliquet.com","New York","2021-10-26","merchant__electronics"
"C-12SHRFU9","Derrick Foster","Maryland","-75.058954","42.458431","United States","derrick.foster@a.co.uk","New York","2021-10-26","merchant__clothing"
"C-DEKZYQY9","Michael Edwards","Bangor","-68.8274","44.8048","United States","michael.edwards@sociisnatoque.net","Maine","2021-10-27","merchant__bigboxretailer"
"C-R1DLQXNU","Ashley Jones","Fresno","-119.793743","36.791756","United States","ashley.jones@velconvallis.ca","California","2021-10-27","merchant__clothing"
"C-NDG61SX5","Dawn Davis","Springfield","-89.6765","39.8526","United States","dawn.davis@Aliquam.net","Illinois","2021-10-27","merchant__electronics"
"C-EI53ESQJ","Madison York","Bay Roberts","-53.271720","47.581268","Canada","madison.york@hexun.com","Newfoundland and Labrador","2021-10-27","merchant__bigboxretailer"
"C-4ZGJHYVP","Dr. Corey Walker","New Albany","-85.734620","38.243294","United States","dr..corey.walker@foxnews.com","Indiana","2021-10-27","merchant__electronics"
"C-RKBY3S4K","Jacob Dominguez Jr.","Austin","-97.742182","30.272718","United States","jacob.dominguez.jr.@a.co.uk","Texas","2021-10-28","merchant__clothing"
"C-DPUTGS92","William Wolfe","Toledo","-83.8011","41.6081","United States","william.wolfe@lacusMauris.net","Ohio","2021-10-28","merchant__clothing"
"C-ATLOQRPB","Janice Bailey","San Diego","-117.113147","32.749759","United States","janice.bailey@nec.co.uk","California","2021-10-28","merchant__electronics"
"C-WNXHRGO5","Gary Stephens","Arecibo","-66.732417","18.467474","United States","gary.stephens@nonsollicitudin.net","Puerto Rico","2021-10-29","merchant__bigboxretailer"
"C-TY46FP41","Sherry Lam","Waterbury","-73.051539","41.558210","United States","sherry.lam@nec.co.uk","Connecticut","2021-10-29","merchant__bigboxretailer"
"C-B7CV1LG8","Eric Mercado","Wayne","-74.052573","40.86613","United States","eric.mercado@nunc.net","New Jersey","2021-10-29","merchant__electronics"
"C-5WO08NKH","Jeffery Taylor","Russell","-75.357679","45.259313","Canada","jeffery.taylor@icq.com","Ontario","2021-10-29","merchant__clothing"
"C-ES3X6URR","Michael Cole","Warwick","-81.909832","43.004977","Canada","michael.cole@a.co.uk","Ontario","2021-10-29","merchant__clothing"
"C-HEKNAUY4","Jeffrey Cannon","Beaconsfield","-73.868377","45.430994","Canada","jeffrey.cannon@bizjournals.com","Quebec","2021-10-29","merchant__bigboxretailer"
"C-I8NB9AGV","Lorraine Wilson","Laredo","-99.502386","27.508153","United States","lorraine.wilson@nonsollicitudin.net","Texas","2021-10-29","merchant__clothing"
"C-SY4X0T9P","Briana Montgomery","Cacouna","-69.53231","47.833851","Canada","briana.montgomery@bbc.co.uk","Quebec","2021-10-29","merchant__electronics"
"C-DQXQDI0Z","John Fisher","Repentigny","-73.568923","45.503484","Canada","john.fisher@hexun.com","Quebec","2021-10-30","merchant__electronics"
"C-YZ08EOGN","Carl Wilson","Louisville","-85.762985","38.250457","United States","carl.wilson@hexun.com","Kentucky","2021-10-30","merchant__clothing"
"C-CKZEC32T","Cody Kent","Lefebvre","-72.317933","45.765448","Canada","cody.kent@bbc.co.uk","Quebec","2021-10-30","merchant__electronics"
"C-O71ALGNF","Lori Hardin","Birmingham","-86.878894","33.500335","United States","lori.hardin@icq.com","Alabama","2021-10-30","merchant__bigboxretailer"
"C-7G0BSEIV","Amy Petersen","Omaha","-95.956795","41.297991","United States","amy.petersen@a.co.uk","Nebraska","2021-10-30","merchant__electronics"
"C-ND2JZNQS","Jessica Young","Miramichi","-65.505985","47.029635","Canada","jessica.young@velconvallis.ca","New Brunswick","2021-10-30","merchant__bigboxretailer"
"C-CBLQ7JRU","Carrie Wang","Austin","-97.742156","30.272715","United States","carrie.wang@aliquet.com","Texas","2021-10-30","merchant__electronics"
"C-5X39ZE5W","Daniel Richardson","Opelousas","-92.08249","30.531796","United States","daniel.richardson@nec.co.uk","Louisiana","2021-10-30","merchant__electronics"
"C-KYIKVOCK","Robert Moreno","Milltown","-74.435535","40.495624","United States","robert.moreno@euodio.ca","New Jersey","2021-10-30","merchant__electronics"
"C-46SVTVTO","Brittany Lee MD","Vance","-87.483971","33.196212","United States","brittany.lee.md@foxnews.com","Alabama","2021-10-30","merchant__electronics"
"C-1DZJV6GB","Michaela Glover","San Mateo","-122.347968","37.575287","United States","michaela.glover@hexun.com","California","2021-10-30","merchant__electronics"
"C-LAROG55S","Michael Cook","New Haven","-72.8854","41.2778","United States","michael.cook@euodio.ca","Connecticut","2021-10-30","merchant__clothing"
"C-0JS6SS77","Ashley Mcdowell","Big Cabin","-95.216591","36.54150","United States","ashley.mcdowell@aliquet.com","Oklahoma","2021-10-31","merchant__bigboxretailer"
"C-JTX6XTII","Rebecca Meyer","Oak Brook","-87.944725","41.9847","United States","rebecca.meyer@hexun.com","Illinois","2021-11-01","merchant__clothing"
"C-JRKMFDUJ","Jordan Rose","Vance","-87.483919","33.196267","United States","jordan.rose@Aliquam.net","Alabama","2021-11-01","merchant__electronics"
"C-VQ9Q2VXG","Kathryn Smith","Big Cabin","-95.216557","36.54110","United States","kathryn.smith@icq.com","Oklahoma","2021-11-01","merchant__clothing"
"C-LYH2MVOO","Barbara Morris","Cassville","-80.058686","39.716249","United States","barbara.morris@nec.co.uk","West Virginia","2021-11-01","merchant__bigboxretailer"
"C-XG5H6048","Mary Schmidt","Napa","-122.715665","38.44388","United States","mary.schmidt@a.co.uk","California","2021-11-02","merchant__bigboxretailer"
"C-EQPVPLDT","Keith Carey","Bowie","-76.768296","38.970581","United States","keith.carey@yahoo.co.jp","Maryland","2021-11-02","merchant__bigboxretailer"
"C-MQ81X1DH","Susan Thomas","Hermitage","-93.207514","37.941832","United States","susan.thomas@aliquet.com","Missouri","2021-11-02","merchant__bigboxretailer"
"C-635Z6FAU","Linda Bowers","Lawton","-98.395957","34.603639","United States","linda.bowers@nonsollicitudin.net","Oklahoma","2021-11-02","merchant__electronics"
"C-NMF1IXOL","Jeffrey Clark","Los Angeles","-118.192583","34.033430","United States","jeffrey.clark@lacusMauris.net","California","2021-11-02","merchant__bigboxretailer"
"C-43TAH3SY","Rhonda Garza","Hialeah","-80.157711","25.922620","United States","rhonda.garza@bizjournals.com","Florida","2021-11-02","merchant__electronics"
"C-6LBZ7ZR8","Rodney Walker","Maryland","-75.058980","42.458495","United States","rodney.walker@a.co.uk","New York","2021-11-02","merchant__clothing"
"C-3J9NUB64","Jeffrey Johnson","Scotland","-72.219347","41.71489","United States","jeffrey.johnson@velconvallis.ca","Connecticut","2021-11-03","merchant__electronics"
"C-AMW76JM8","Thomas Burgess","Bozeman","-111.1517","45.7873","United States","thomas.burgess@icq.com","Montana","2021-11-03","merchant__clothing"
"C-BOPUGH9G","Rachel Wright","Kansas City","-94.460283","39.014171","United States","rachel.wright@nunc.net","Missouri","2021-11-03","merchant__clothing"
"C-BWMSGOBI","Molly Carter","Russell","-75.357665","45.259386","Canada","molly.carter@bbc.co.uk","Ontario","2021-11-03","merchant__electronics"
"C-C19CLIDV","Nicholas Cummings","Houston","-95.363811","29.749732","United States","nicholas.cummings@yahoo.co.jp","Texas","2021-11-03","merchant__electronics"
"C-ITJX2P34","Kenneth Peterson","South Strafford","-72.367325","43.838184","United States","kenneth.peterson@foxnews.com","Vermont","2021-11-04","merchant__bigboxretailer"
"C-8RUQVEHH","Natalie Pierce","Cisco","-98.963935","32.094179","United States","natalie.pierce@foxnews.com","Texas","2021-11-04","merchant__bigboxretailer"
"C-YZCUN527","Lori Garner","Pittsburgh","-80.004166","40.438192","United States","lori.garner@in.edu","Pennsylvania","2021-11-04","merchant__bigboxretailer"
"C-X84M2SNR","Ryan Mcintosh","Portland","-122.555930","45.535136","United States","ryan.mcintosh@nunc.net","Oregon","2021-11-05","merchant__clothing"
"C-KXKDQ6GP","Heather Zuniga","Omaha","-95.946165","41.209338","United States","heather.zuniga@euodio.ca","Nebraska","2021-11-06","merchant__electronics"
"C-ZI2AS61E","Brandon Myers","Watson Lake","-128.71208064","60.0628895","Canada","brandon.myers@a.co.uk","Yukon","2021-11-06","merchant__electronics"
"C-L6HP8HQ9","Stephanie Kennedy","Portland","-122.555925","45.535197","United States","stephanie.kennedy@foxnews.com","Oregon","2021-11-06","merchant__bigboxretailer"
"C-ITAJ88YW","Frank Odom","Bozeman","-111.1536","45.7846","United States","frank.odom@icq.com","Montana","2021-11-06","merchant__bigboxretailer"
"C-QKVEOUDA","Stephen Hines","Repentigny","-73.568973","45.503452","Canada","stephen.hines@nec.co.uk","Quebec","2021-11-06","merchant__electronics"
"C-0L1FZG0H","William Rivera","Manchester","-71.460853","42.993537","United States","william.rivera@aliquet.com","New Hampshire","2021-11-06","merchant__electronics"
"C-TPIPL8L2","Warren Simmons","Norco","-117.853658","33.668975","United States","warren.simmons@nonsollicitudin.net","California","2021-11-06","merchant__electronics"
"C-GBFYEK0U","David Rodriguez","Rycroft","-118.711527","55.756018","Canada","david.rodriguez@bizjournals.com","Alberta","2021-11-06","merchant__electronics"
"C-JINKA6X8","Phillip Houston","Portland","-122.6019","45.6067","United States","phillip.houston@euodio.ca","Oregon","2021-11-07","merchant__clothing"
"C-RIQG9TCN","Teresa Perez","Gatineau","-75.693381","45.420855","Canada","teresa.perez@nonsollicitudin.net","Quebec","2021-11-07","merchant__bigboxretailer"
"C-L55JU13M","Rebekah Callahan","New Albany","-85.734675","38.243251","United States","rebekah.callahan@nec.co.uk","Indiana","2021-11-08","merchant__bigboxretailer"
"C-HK9U2Z14","Alexandra Jefferson","Silver Spring","-77.029388","38.999955","United States","alexandra.jefferson@euodio.ca","Maryland","2021-11-08","merchant__bigboxretailer"
"C-GK31PQBL","Angela Roberts","New York","-73.969256","40.744746","United States","angela.roberts@hexun.com","New York","2021-11-08","merchant__bigboxretailer"
"C-3RG6YWZK","Alex Kelley","Topeka","-95.6232","39.0723","United States","alex.kelley@sociisnatoque.net","Kansas","2021-11-08","merchant__bigboxretailer"
"C-E1R6F4V4","David Nichols","Bridgeport","-73.189435","41.17972","United States","david.nichols@sociisnatoque.net","Connecticut","2021-11-08","merchant__bigboxretailer"
"C-FFQMUHYJ","Scott Roach","Colt","-90.785317","35.010359","United States","scott.roach@icq.com","Arkansas","2021-11-08","merchant__bigboxretailer"
"C-2Z0TW7DB","Thomas Jensen","Biloxi","-88.885344","30.396096","United States","thomas.jensen@bizjournals.com","Mississippi","2021-11-09","merchant__electronics"
"C-56RL1CD6","Mackenzie Alvarez","Checotah","-95.525243","35.47164","United States","mackenzie.alvarez@yahoo.co.jp","Oklahoma","2021-11-09","merchant__electronics"
"C-O9DEZVDQ","Yolanda Richards","Hays","-99.327174","38.874324","United States","yolanda.richards@yahoo.co.jp","Kansas","2021-11-09","merchant__electronics"
"C-CPUM3KWN","Mr. John Green","Topeka","-95.6226","39.0755","United States","mr..john.green@icq.com","Kansas","2021-11-10","merchant__electronics"
"C-4XDZ8RMC","Daniel Murray","Saint Paul","-93.0521","44.9317","United States","daniel.murray@viverra.org","Minnesota","2021-11-10","merchant__electronics"
"C-Q88ETIGX","Thomas Fox","Iowa City","-91.530268","41.661189","United States","thomas.fox@furl.net","Iowa","2021-11-10","merchant__electronics"
"C-OACBTM4J","Joseph Khan","San Diego","-117.152982","32.718117","United States","joseph.khan@nec.co.uk","California","2021-11-10","merchant__electronics"
"C-112VDCB0","Michael Scott","Danville","-84.774396","37.65150","United States","michael.scott@velconvallis.ca","Kentucky","2021-11-10","merchant__electronics"
"C-FQIFK672","Robin Hunter MD","Montreal","-73.568941","45.503462","Canada","robin.hunter.md@hexun.com","Quebec","2021-11-10","merchant__electronics"
"C-NHUXDUI4","Aaron Wood","Buford","-84.010739","34.128472","United States","aaron.wood@viverra.org","Georgia","2021-11-10","merchant__electronics"
"C-59IGNVWG","David Arellano MD","Stoney Creek","-79.760956","43.216511","Canada","david.arellano.md@hexun.com","Ontario","2021-11-10","merchant__clothing"
"C-20IU2BOG","Robert Wright","Sacramento","-121.335974","38.563114","United States","robert.wright@velconvallis.ca","California","2021-11-11","merchant__clothing"
"C-Y1P9ZIN9","Phillip Mcintyre","Springfield","-89.6731","39.8587","United States","phillip.mcintyre@nunc.net","Illinois","2021-11-11","merchant__electronics"
"C-IIODEQBR","Victor Hudson","Gatineau","-75.693385","45.420843","Canada","victor.hudson@viverra.org","Quebec","2021-11-11","merchant__bigboxretailer"
"C-XP9S5YGA","Cynthia Moore","Kansas City","-94.460293","39.014141","United States","cynthia.moore@icq.com","Missouri","2021-11-12","merchant__clothing"
"C-1C48GDIJ","Roy Smith","Flin Flon","-101.876234","54.765852","Canada","roy.smith@nunc.net","Manitoba","2021-11-12","merchant__bigboxretailer"
"C-6KIHX8YQ","Patrick Reese","Idaho Falls","-112.040828","43.492775","United States","patrick.reese@euodio.ca","Idaho","2021-11-12","merchant__bigboxretailer"
"C-B78O8C90","Derrick Hill","Campbellton","-66.672231","48.007424","Canada","derrick.hill@foxnews.com","New Brunswick","2021-11-12","merchant__clothing"
"C-543KMREM","Carrie Anderson","Schwenksville","-75.348946","40.200671","United States","carrie.anderson@nunc.net","Pennsylvania","2021-11-12","merchant__clothing"
"C-18GCEX9G","Natasha Burns","Omaha","-96.052314","41.267942","United States","natasha.burns@viverra.org","Nebraska","2021-11-12","merchant__bigboxretailer"
"C-4EEFMC40","Jamie Waller","West Chester","-84.515530","39.100556","United States","jamie.waller@yahoo.co.jp","Ohio","2021-11-13","merchant__electronics"
"C-96AQIHNU","Alexis Goodman","Saint Paul","-93.0573","44.9371","United States","alexis.goodman@viverra.org","Minnesota","2021-11-13","merchant__bigboxretailer"
"C-44W64TFN","Zachary Joseph","Ontario","-82.587134","40.759194","United States","zachary.joseph@nunc.net","Ohio","2021-11-13","merchant__clothing"
"C-8OCJDSR7","Ms. Regina Bell","Bonnyville Municipal District","-110.739967","54.267981","Canada","ms..regina.bell@foxnews.com","Alberta","2021-11-13","merchant__electronics"
"C-WOXF8B4E","Terri Ramirez","Kansas City","-94.7228","39.3210","United States","terri.ramirez@adobe.com","Missouri","2021-11-14","merchant__bigboxretailer"
"C-9USDFI87","Michael Salinas","Town of Yarmouth","-70.18682193","43.80035880","Canada","michael.salinas@velconvallis.ca","Nova Scotia","2021-11-14","merchant__clothing"
"C-PH9BXGUV","Ryan House","Renton","-122.337526","47.614920","United States","ryan.house@lacusMauris.net","Washington","2021-11-14","merchant__electronics"
"C-8BIUCJMQ","John Gutierrez","Elmhurst","-87.944533","41.901641","United States","john.gutierrez@bizjournals.com","Illinois","2021-11-15","merchant__electronics"
"C-GTKR217P","Megan Ross","Fort Myers","-81.857260","26.641636","United States","megan.ross@nec.co.uk","Florida","2021-11-15","merchant__electronics"
"C-E8MFVKQI","Roberto Mendez MD","Syracuse","-76.151721","43.047313","United States","roberto.mendez.md@foxnews.com","New York","2021-11-15","merchant__electronics"
"C-3U844I0K","Dominic Sheppard","Euless","-97.320240","32.74687","United States","dominic.sheppard@hexun.com","Texas","2021-11-15","merchant__electronics"
"C-0ADQO4IM","Terry Roy","Vaughan","-79.508554","43.856320","Canada","terry.roy@sociisnatoque.net","Ontario","2021-11-15","merchant__electronics"
"C-Y9D3YAS9","Tiffany Robertson","Moncton","-64.77582071","46.08888073","Canada","tiffany.robertson@sociisnatoque.net","New Brunswick","2021-11-15","merchant__electronics"
"C-FCD5C83U","Raymond Hudson","Tallahassee","-84.3798","30.3871","United States","raymond.hudson@hexun.com","Florida","2021-11-15","merchant__clothing"
"C-RA6XCH9G","Timothy Simmons","Manchester","-71.460854","42.993557","United States","timothy.simmons@foxnews.com","New Hampshire","2021-11-16","merchant__electronics"
"C-T4BKH76Y","Russell Valencia","Naperville","-88.153585","41.75036","United States","russell.valencia@velconvallis.ca","Illinois","2021-11-16","merchant__clothing"
"C-6IXDDBTO","Barbara Harris","Raleigh","-78.650894","35.784399","United States","barbara.harris@sociisnatoque.net","North Carolina","2021-11-16","merchant__bigboxretailer"
"C-VPWTMFXQ","David Flores","Covington","-84.508672","39.083747","United States","david.flores@in.edu","Kentucky","2021-11-16","merchant__electronics"
"C-Z7L1O3GA","Cory Farrell","Las Vegas","-115.141993","36.167329","United States","cory.farrell@nonsollicitudin.net","Nevada","2021-11-16","merchant__electronics"
"C-45GHSRIS","Tammy Gomez","Pixley","-119.293692","35.968381","United States","tammy.gomez@Aliquam.net","California","2021-11-16","merchant__bigboxretailer"
"C-3VFMWQCX","Jerome Torres","Omaha","-96.052364","41.267939","United States","jerome.torres@nonsollicitudin.net","Nebraska","2021-11-17","merchant__bigboxretailer"
"C-K8DB6CSQ","Allen Paul","Bornholm","-81.083364","43.582343","Canada","allen.paul@adobe.com","Ontario","2021-11-18","merchant__electronics"
"C-SIDOR08J","Allison Sellers","Idaho Falls","-112.040867","43.492749","United States","allison.sellers@velconvallis.ca","Idaho","2021-11-18","merchant__bigboxretailer"
"C-0LOGI4XO","Jessica Bruce","Richmond","-77.43429","37.54293","United States","jessica.bruce@bizjournals.com","Virginia","2021-11-18","merchant__bigboxretailer"
"C-TC4DN9EQ","Alex Jackson","Saint-jean-chrysostome","-71.181811","46.807886","Canada","alex.jackson@yahoo.co.jp","Quebec","2021-11-18","merchant__clothing"
"C-39KR5YO2","Joel Knight","Milwaukee","-87.909888","43.038145","United States","joel.knight@a.co.uk","Wisconsin","2021-11-18","merchant__electronics"
"C-QN1M8FJE","Meredith Wells","Knoxville","-83.9892","35.8220","United States","meredith.wells@velconvallis.ca","Tennessee","2021-11-18","merchant__bigboxretailer"
"C-I2ZZJA9B","Scott Stewart","Oakland","-122.263879","37.806247","United States","scott.stewart@nec.co.uk","California","2021-11-18","merchant__clothing"
"C-0KRTL6V7","Christopher Nichols","Mansfield","-82.516328","40.758826","United States","christopher.nichols@a.co.uk","Ohio","2021-11-18","merchant__electronics"
"C-4UPSQK50","Richard Acevedo","Killeen","-97.729150","31.120343","United States","richard.acevedo@icq.com","Texas","2021-11-18","merchant__clothing"
"C-6VN2B1A5","Becky Murphy","Dundas","-88.081495","38.736735","United States","becky.murphy@in.edu","Illinois","2021-11-19","merchant__electronics"
"C-5W6223SD","Jason Young","New Haven","-72.8871","41.2799","United States","jason.young@sociisnatoque.net","Connecticut","2021-11-19","merchant__electronics"
"C-ANZAJMJT","Jeffrey Hurst","Napa","-122.715624","38.44347","United States","jeffrey.hurst@sociisnatoque.net","California","2021-11-19","merchant__clothing"
"C-HMAK8QGH","Julie Gonzalez","Totowa","-74.228447","40.879776","United States","julie.gonzalez@nonsollicitudin.net","New Jersey","2021-11-19","merchant__clothing"
"C-708YV3MF","Felicia Jackson","Warwick","-81.909859","43.004984","Canada","felicia.jackson@nonsollicitudin.net","Ontario","2021-11-19","merchant__electronics"
"C-CBSPYFI7","Lawrence Paul","Vegreville","-112.053914","53.494180","Canada","lawrence.paul@yahoo.co.jp","Alberta","2021-11-19","merchant__clothing"
"C-SQ4J2C39","Jennifer Peters","Mobile","-88.2569","30.6842","United States","jennifer.peters@icq.com","Alabama","2021-11-19","merchant__electronics"
"C-K33GUGO9","Dana Hoover","Ringgold","-85.044176","34.822523","United States","dana.hoover@nunc.net","Georgia","2021-11-20","merchant__bigboxretailer"
"C-ZGTHZ5RJ","Scott Harris","Dallas","-97.000413","32.741753","United States","scott.harris@Aliquam.net","Texas","2021-11-20","merchant__electronics"
"C-QV3AZ4GE","Dawn Long","Fort Lauderdale","-80.14254","26.117180","United States","dawn.long@nonsollicitudin.net","Florida","2021-11-20","merchant__bigboxretailer"
"C-J33PJYB9","Emily Jones","Buffalo","-78.870698","42.882811","United States","emily.jones@lacusMauris.net","New York","2021-11-20","merchant__electronics"
"C-S6YMDESM","Jose Schultz","Augusta","-69.8053","44.3295","United States","jose.schultz@in.edu","Maine","2021-11-22","merchant__bigboxretailer"
"C-4X1YAMY6","Regina Peters","Bridgeport","-73.189471","41.17912","United States","regina.peters@viverra.org","Connecticut","2021-11-22","merchant__bigboxretailer"
"C-FH7Q6RRU","Stacey Gardner","Kissimmee","-81.441621","28.293178","United States","stacey.gardner@adobe.com","Florida","2021-11-22","merchant__bigboxretailer"
"C-2M4S0DDK","Michael Hubbard","Arlington","-112.845959","33.437261","United States","michael.hubbard@yahoo.co.jp","Arizona","2021-11-22","merchant__bigboxretailer"
"C-FFN1KXZF","Kelsey Freeman","Watson Lake","-128.71208065","60.0628832","Canada","kelsey.freeman@nunc.net","Yukon","2021-11-22","merchant__electronics"
"C-VOMY4PS4","Charles Hall","Marrero","-90.076587","29.947532","United States","charles.hall@sociisnatoque.net","Louisiana","2021-11-24","merchant__clothing"
"C-XN304CMN","Jason Barron","Norco","-117.853660","33.668931","United States","jason.barron@a.co.uk","California","2021-11-24","merchant__clothing"
"C-G4TWOSUX","Francis Kerr","Toronto","-79.383949","43.652546","Canada","francis.kerr@Aliquam.net","Ontario","2021-11-25","merchant__electronics"
"C-HQW917K6","Raymond Mckinney","Sacramento","-121.6092","38.7091","United States","raymond.mckinney@nec.co.uk","California","2021-11-25","merchant__bigboxretailer"
"C-NUD7CRFY","Melissa Montoya DDS","Omaha","-95.946198","41.209393","United States","melissa.montoya.dds@viverra.org","Nebraska","2021-11-25","merchant__bigboxretailer"
"C-YMS74UQF","Madison Reyes","Fredericton","-66.642252","45.957752","Canada","madison.reyes@sociisnatoque.net","New Brunswick","2021-11-25","merchant__bigboxretailer"
"C-VGBIR19P","Caleb Gibson","Springfield","-89.6730","39.8595","United States","caleb.gibson@nunc.net","Illinois","2021-11-25","merchant__bigboxretailer"
"C-36V3ZSFC","Kathleen Curtis","Clearwater Municipal District","-115.713889984","52.275555963","Canada","kathleen.curtis@sociisnatoque.net","Alberta","2021-11-26","merchant__bigboxretailer"
"C-XXOVI9X1","Chase Barrett","Coldstream","-119.168340","50.224154","Canada","chase.barrett@nunc.net","British Columbia","2021-11-26","merchant__clothing"
"C-2DZDV4W4","Dawn Harvey","Mineral City","-81.468548","40.505217","United States","dawn.harvey@foxnews.com","Ohio","2021-11-26","merchant__bigboxretailer"
"C-SN0WF00C","Jillian Casey","Coldstream","-119.168322","50.224154","Canada","jillian.casey@lacusMauris.net","British Columbia","2021-11-28","merchant__bigboxretailer"
"C-9PRBTCQ6","Kenneth Thomas","London","-81.251362","42.984153","Canada","kenneth.thomas@icq.com","Ontario","2021-11-29","merchant__bigboxretailer"
"C-V7FONPVC","Kevin Gutierrez","Ellershouse","-64.133215","44.991352","Canada","kevin.gutierrez@Aliquam.net","Nova Scotia","2021-11-29","merchant__electronics"
"C-M818NPUX","Jacqueline Lawrence","Whitehorse","-135.05229283","60.71968828","Canada","jacqueline.lawrence@sociisnatoque.net","Yukon","2021-11-29","merchant__clothing"
"C-W65MRABX","Karen Little","Cacouna","-69.53255","47.833840","Canada","karen.little@foxnews.com","Quebec","2021-11-30","merchant__clothing"
"C-FXR22MS0","Trevor Durham","Sherbrooke","-71.892957","45.404277","Canada","trevor.durham@adobe.com","Quebec","2021-11-30","merchant__clothing"
"C-CTQBQUQZ","Eric Mullins","Rockville","-77.152841","39.08450","United States","eric.mullins@bizjournals.com","Maryland","2021-12-01","merchant__bigboxretailer"
"C-TEI45WY6","Melody Fitzpatrick","Oelwein","-92.07159","42.701434","United States","melody.fitzpatrick@foxnews.com","Iowa","2021-12-01","merchant__electronics"
"C-2LVE972D","Elaine Fletcher","Pasadena","-95.12316","29.705146","United States","elaine.fletcher@nec.co.uk","Texas","2021-12-01","merchant__bigboxretailer"
"C-HG88C8ZI","Donna Fowler","Morristown","-74.480436","40.793624","United States","donna.fowler@viverra.org","New Jersey","2021-12-01","merchant__electronics"
"C-OLDB0X9K","Donald Porter","Port Saint Lucie","-80.284245","27.266544","United States","donald.porter@aliquet.com","Florida","2021-12-01","merchant__electronics"
"C-GRGLDTC1","Scott Scott","Enumclaw","-121.98995","47.200111","United States","scott.scott@yahoo.co.jp","Washington","2021-12-01","merchant__bigboxretailer"
"C-2QVXNKSX","Greg Kelly","Idaho Falls","-112.040835","43.492745","United States","greg.kelly@a.co.uk","Idaho","2021-12-02","merchant__bigboxretailer"
"C-K7IDOCKY","Andre Martinez","Indianapolis","-86.2717","39.7362","United States","andre.martinez@aliquet.com","Indiana","2021-12-02","merchant__electronics"
